,CD_ID,State,CD,2020_dem_pct,2020_GOP_pct,Dem_2018_Vote_Share,GOP_2018_Vote_Share,2016_dem_vote_pct,2016_GOP_vote_pct,2018_Cook_PVI_Score,white_pct_pop,black_pct_pop,hispanic_pct_pop,asian_pct_pop,other_race_pct_pop,white_non_college_pct_pop,white_ba_pct_pop,black_non_college_pct_dis,black_ba_pct_dis,hispanic_non_college_pct_pop,hispanic_ba_pct_pop,asian_non_college_pct_pop,asian_ba_pct_pop,2020_dem_margin,City_Lab_Congressional_Index_Dense suburban,City_Lab_Congressional_Index_Pure rural,City_Lab_Congressional_Index_Pure urban,City_Lab_Congressional_Index_Rural-suburban mix,City_Lab_Congressional_Index_Sparse suburban,City_Lab_Congressional_Index_Urban-suburban mix
100,FL-14,FL,14,60.3,39.7,100.0,0.0,61.8,38.2,7,46.39860207,16.56704451,31.45580513,4.829232947,0.7493153353,22.92210173,23.47650034,13.5620637,3.004980815,23.38667373,8.069131401,1.468279101,3.360953846,20.599999999999994,1,0,0,0,0,0
101,FL-15,FL,15,44.6,55.4,47.0,53.0,42.5,57.5,-6,60.96398691,14.01099536,20.14304987,3.154278076,1.727689784,44.4700596,16.49392731,10.60982828,3.401167079,16.0392534,4.103796474,1.684497539,1.469780537,-10.799999999999997,0,0,0,0,1,0
102,FL-16,FL,16,44.5,55.5,45.4,54.6,40.2,59.8,-7,74.91065188,7.837607698,13.77868525,2.305349289,1.167705882,47.62918471,27.28146717,5.988994387,1.848613311,11.43274399,2.345941261,1.222642385,1.082706905,-11.0,0,0,0,0,1,0
103,FL-17,FL,17,34.1,64.6,37.7,62.3,34.2,61.8,-13,78.28033897,6.511130033,12.78238657,1.377285813,1.048858614,58.64331184,19.63702713,5.813566882,0.6975631513,10.92438065,1.85800592,0.8660746868,0.511211126,-30.499999999999993,0,0,0,1,0,0
104,FL-18,FL,18,41.5,56.3,45.7,54.3,43.0,53.6,-5,70.59712406,11.53134376,14.48275862,2.461445368,0.9273281955,45.39403464,25.20308941,9.267903216,2.263440544,11.29434308,3.188415541,1.14247775,1.318967618,-14.799999999999997,0,0,0,0,1,0
105,FL-19,FL,19,38.7,61.3,37.7,62.3,34.1,65.9,-13,74.98294521,6.304691618,16.18391268,1.797109988,0.7313405067,46.18592825,28.79701696,5.181556017,1.123135601,13.4683246,2.71558808,0.9453006295,0.8518093584,-22.599999999999994,0,0,0,0,1,0
106,FL-20,FL,20,78.7,21.3,100.0,0.0,80.3,19.7,31,19.92336313,49.72710386,26.56454591,2.582836527,1.202150573,13.6524005,6.270962628,41.95896279,7.768141065,21.3672032,5.197342712,1.448099728,1.134736799,57.400000000000006,0,0,0,0,0,1
107,FL-21,FL,21,59.0,39.1,100.0,0.0,62.7,35.2,9,59.59798894,14.13062499,22.36922694,2.764541184,1.137617952,33.12401567,26.47397327,11.39754876,2.733076229,16.41444225,5.954784692,1.32657594,1.437965244,19.9,1,0,0,0,0,0
108,FL-22,FL,22,58.6,41.4,62.0,38.0,58.9,41.1,6,60.88869802,13.50294529,20.70186176,3.661267552,1.245227382,32.30619171,28.58250631,9.784128132,3.718817156,13.7112366,6.990625152,1.862625096,1.798642455,17.200000000000003,1,0,0,0,0,0
109,FL-23,FL,23,58.2,41.8,58.5,36.0,56.7,40.5,11,39.96113509,14.06164241,39.64480145,5.019988726,1.31243232,22.69740258,17.26373251,9.299207868,4.762434545,24.21361607,15.43118538,2.410514292,2.609474434,16.400000000000006,0,0,0,0,0,1
110,FL-24,FL,24,75.6,20.4,100.0,0.0,100.0,0.0,34,11.03616968,44.91703125,43.83978264,1.302390897,-1.095374471,6.364276406,4.671893275,38.98892033,5.928110923,34.72877032,9.11101232,0.5702968635,0.7320940332,55.199999999999996,0,0,0,0,0,1
111,FL-25,FL,25,0.0,100.0,39.5,60.5,37.6,62.4,-4,20.48221528,3.7322118,75.36342983,0.9709465204,-0.5488034343,13.45230463,7.029910658,3.283760993,0.4484508063,56.47640319,18.88702664,0.33398609,0.6369604304,-100.0,0,0,0,0,0,1
112,FL-26,FL,26,48.3,51.7,50.9,49.1,41.2,53.0,6,15.61413978,10.56160428,72.5575655,1.631399734,-0.3647092949,9.725396441,5.888743342,8.12485104,2.436753237,53.15074466,19.40682084,0.8565310493,0.7748686843,-3.4000000000000057,0,0,0,0,0,1
113,FL-27,FL,27,48.6,51.4,51.8,45.8,45.1,54.9,5,20.54062746,5.376259558,72.26381048,2.397627385,-0.5783248767,7.798542128,12.74208533,3.484242121,1.892017437,47.30633174,24.95747874,0.9497605946,1.447866791,-2.799999999999997,0,0,0,0,0,1
114,GA-1,GA,1,41.7,58.3,42.3,57.7,0.0,100.0,-9,61.9240021,28.91206289,5.76047933,1.902349019,1.501106668,43.93613743,17.98786467,23.00129278,5.910770105,4.59837742,1.16210191,1.255758478,0.6465905407,-16.599999999999994,0,0,0,1,0,0
115,GA-2,GA,2,59.1,40.9,59.6,40.4,61.0,39.0,6,42.93397213,51.4216629,3.93805459,0.9037641846,0.8025461948,31.87152063,11.0624515,45.21115197,6.210510926,3.211759281,0.7262953091,0.5652462409,0.3385179437,18.200000000000003,0,0,0,1,0,0
116,GA-3,GA,3,35.0,65.0,34.5,65.5,31.6,68.4,-18,67.30522387,24.18785507,5.092346822,2.169021227,1.245553011,48.23051446,19.07470941,19.45621945,4.73163562,4.324968901,0.7673779208,1.110657719,1.058363508,-30.0,0,0,0,1,0,0
117,GA-4,GA,4,80.1,19.9,78.8,21.2,75.6,24.4,24,25.55170664,59.85786345,8.229656058,4.619341643,1.741432207,15.45124605,10.10046059,42.669991,17.18787245,7.108941877,1.120714181,2.951149933,1.668191709,60.199999999999996,0,0,0,0,1,0
118,GA-5,GA,5,85.1,14.9,100.0,0.0,84.6,15.4,34,33.5008211,54.22498225,5.330882353,5.056071724,1.887242573,7.852075689,25.64874541,38.82560066,15.39938158,3.237809208,2.093073145,1.665877619,3.390194106,70.19999999999999,1,0,0,0,0,0
119,GA-6,GA,6,54.6,45.4,50.5,49.5,38.4,61.6,-8,62.68954209,13.37393122,9.682652807,12.10423342,2.149640471,18.46817354,44.22136855,6.738244093,6.635687122,6.464372558,3.218280249,2.381987056,9.722246365,9.200000000000003,1,0,0,0,0,0
120,GA-7,GA,7,51.4,48.6,49.9,50.1,39.5,60.5,-9,44.42615663,20.49351375,16.788946,16.78674166,1.504641961,21.5005272,22.92562943,12.09114188,8.402371864,13.28221727,3.506728731,7.41372786,9.373013803,2.799999999999997,0,0,0,0,1,0
121,GA-8,GA,8,35.5,64.5,0.0,99.7,32.3,67.7,-15,62.66848835,29.15697116,5.111756292,1.661934547,1.400849647,45.58909549,17.07939287,25.15338471,4.003586448,4.699314732,0.4124415601,1.130158188,0.5317763593,-29.0,0,1,0,0,0,0
122,GA-9,GA,9,21.4,78.6,20.5,79.5,0.0,100.0,-31,81.57380143,6.244243111,9.773499434,1.289543224,1.118912797,60.43204983,21.1417516,5.240845602,1.003397508,8.372970932,1.400528501,0.9131747829,0.3763684409,-57.199999999999996,0,1,0,0,0,0
123,GA-10,GA,10,37.7,62.3,37.1,62.9,0.0,100.0,-15,66.7766163,25.93214652,4.428302329,2.278827419,0.5841074273,43.68456582,23.09205048,21.94728077,3.984865756,3.2315895,1.196712829,1.115463284,1.163364135,-24.599999999999994,0,1,0,0,0,0
124,GA-11,GA,11,39.6,60.4,38.2,61.8,32.5,67.5,-17,68.99929562,16.60365977,9.375163918,3.259998052,1.761882639,37.37158208,31.62771354,10.30247057,6.301189201,7.414144517,1.9610194,1.057691587,2.202306465,-20.799999999999997,0,0,0,0,1,0
125,GA-12,GA,12,41.6,58.4,40.5,59.5,38.4,61.6,-9,58.14317622,33.58417815,4.953748961,1.792267002,1.526629671,43.05983224,15.08334397,29.29295255,4.291225595,3.831331808,1.122417153,0.8726887564,0.9195782458,-16.799999999999997,0,1,0,0,0,0
126,GA-13,GA,13,77.4,22.6,76.2,23.8,100.0,0.0,20,26.78284557,61.1417662,8.608453043,3.016809853,0.4501253366,19.47529355,7.307552017,41.42996283,19.71180337,7.535913017,1.072540026,1.716684905,1.300124949,54.800000000000004,0,0,0,0,1,0
127,GA-14,GA,14,25.3,74.7,23.5,76.5,0.0,100.0,-27,79.25619208,9.053378216,9.380371781,1.041011467,1.269046453,63.67666975,15.57952234,7.265567537,1.78781068,8.869597999,0.5107737823,0.6695582514,0.3714532159,-49.400000000000006,0,0,0,1,0,0
128,HI-1,HI,1,72.0,28.0,73.1,23.1,71.9,22.7,17,15.69238039,2.306643583,6.688317473,55.60074209,19.71191646,7.52491392,8.167466468,1.605025776,0.7016178071,4.717280752,1.971036721,34.89071959,20.7100225,44.0,0,0,0,0,0,1
129,HI-2,HI,2,63.0,30.9,77.4,22.6,81.1,18.9,19,32.4793354,1.350434113,9.024547669,30.6323263,26.51335651,18.43032335,14.04901206,0.9159049741,0.4345291386,7.410522809,1.61402486,21.23446251,9.397863791,32.1,0,0,0,1,0,0
130,IA-1,IA,1,48.6,51.2,51.0,45.9,46.1,53.9,1,90.74481121,3.310676266,2.913379796,1.450371448,1.580761277,65.38083021,25.36398101,2.811710194,0.4989660718,2.447346251,0.4660335452,0.6326108601,0.8177605882,-2.6000000000000014,0,0,0,1,0,0
131,IA-2,IA,2,49.9,49.9,54.8,42.6,53.7,46.3,1,87.53077938,4.177857017,4.409329298,2.403299284,1.478735022,61.98233391,25.54844546,3.764689405,0.4131676121,3.685954762,0.7233745365,1.03736678,1.365932504,0.0,0,0,0,1,0,0
132,IA-3,IA,3,48.9,47.5,49.3,47.1,39.8,53.5,-1,86.37060262,4.077566276,5.076462048,3.517025994,0.9583430619,54.63204998,31.73855264,3.260718819,0.8168474569,4.332644581,0.7438174672,1.992524959,1.524501035,1.3999999999999986,0,0,0,0,1,0
133,IA-4,IA,4,37.8,62.0,47.0,50.3,38.6,61.4,-11,89.42530702,1.947336386,5.448563665,1.703670699,1.475122231,65.94607927,23.47922775,1.684376355,0.2629600309,4.930600034,0.5179636312,0.756457638,0.9472130613,-24.200000000000003,0,1,0,0,0,0
134,ID-1,ID,1,28.6,67.8,30.8,62.8,32.0,68.0,-21,86.02340175,0.0,8.940667002,1.468363513,3.567567739,61.53903545,24.48436629,0.0,0.0,7.906621605,1.034045397,0.9078455059,0.5605180069,-39.199999999999996,0,0,0,1,0,0
135,ID-2,ID,2,31.7,64.1,39.3,60.7,29.3,63.0,-17,84.39553899,0.0,10.99799647,1.672876882,2.933587656,57.27944492,27.11609407,0.0,0.0,9.489616371,1.508380095,0.7017913515,0.9710855309,-32.39999999999999,0,0,0,1,0,0
136,IL-1,IL,1,73.8,26.2,73.5,19.8,73.4,26.6,27,36.51340815,50.47277664,9.217452645,2.649435765,1.146926798,21.69461357,14.81879459,37.82643735,12.64633929,7.749189482,1.468263164,0.7605849265,1.888850838,47.599999999999994,0,0,0,0,0,1
137,IL-2,IL,2,78.8,21.2,81.1,18.9,79.6,20.4,29,29.08770268,55.39064938,13.31243875,0.0,2.209209185,21.96048218,7.127220504,41.66133753,13.72931185,11.82719191,1.485246839,0.0,0.0,57.599999999999994,1,0,0,0,0,0
138,IL-3,IL,3,56.4,43.6,73.0,25.9,100.0,0.0,6,61.66671831,5.299494903,27.22051791,5.241238263,0.5720306157,39.34368318,22.32303513,4.187454164,1.112040738,22.05984733,5.160670571,2.851269974,2.389968289,12.799999999999997,0,0,0,0,0,1
139,IL-4,IL,4,84.1,15.9,86.6,13.4,100.0,0.0,33,28.00427744,4.959106841,61.40068694,5.153836168,0.4820926031,12.2947916,15.70948585,3.518769927,1.440336915,54.15741611,7.243270837,2.355234698,2.798601469,68.19999999999999,0,0,1,0,0,0
140,IL-5,IL,5,70.8,26.6,76.7,23.3,67.6,27.8,20,69.28311625,3.164685972,18.57109463,7.303668103,1.677435039,25.15404539,44.12907087,1.613666327,1.551019645,13.26389214,5.307202498,2.57318909,4.730479013,44.199999999999996,0,0,1,0,0,0
141,IL-6,IL,6,52.8,45.4,53.6,46.4,40.5,59.5,-2,78.02855008,2.016273952,8.650029277,9.70904759,1.596099097,35.30922527,42.71932481,1.396208129,0.6200658227,6.663032285,1.986996992,2.688230662,7.020816928,7.399999999999999,0,0,0,0,1,0
142,IL-7,IL,7,80.4,13.3,87.6,12.4,84.0,16.0,38,34.57602041,41.56322268,14.21634017,8.321343345,1.323073398,7.419036024,27.15698439,34.6263104,6.936912272,10.58594637,3.630393796,2.34498935,5.976353995,67.10000000000001,0,0,1,0,0,0
143,IL-8,IL,8,73.2,0.0,66.0,34.0,58.1,41.9,8,56.57891231,5.601385487,21.84909257,14.6724327,1.298176937,35.46273429,21.11617802,4.474344917,1.127040571,19.23654735,2.612545218,4.933031368,9.73940133,73.2,1,0,0,0,0,0
144,IL-9,IL,9,71.0,29.0,73.5,26.5,65.8,34.2,18,65.6875033,8.736212489,9.279598297,14.64619307,1.650492841,24.64144162,41.04606167,5.603971663,3.132240826,6.749794202,2.529804096,6.360488285,8.285704788,42.0,0,0,0,0,0,1
145,IL-10,IL,10,63.9,36.1,65.6,34.4,52.5,47.5,10,59.83394052,6.55638397,19.7792934,11.94103194,1.889350165,28.55312209,31.28081844,5.29314581,1.26323816,17.69698382,2.082309582,3.112344319,8.828687622,27.799999999999997,0,0,0,0,1,0
146,IL-11,IL,11,63.3,36.7,63.8,36.2,59.9,40.1,9,55.47222409,11.2512212,23.22231674,8.710290055,1.343947918,31.03502729,24.43719681,7.917143916,3.334077281,20.04678446,3.175532273,2.657787023,6.052503032,26.599999999999994,1,0,0,0,0,0
147,IL-12,IL,12,39.6,60.4,45.4,51.6,39.7,54.3,-5,79.07919978,15.46261357,2.81952906,1.514429665,1.124227923,59.26723865,19.81196113,12.89057065,2.57204292,2.256466471,0.5630625883,0.862196176,0.6522334886,-20.799999999999997,0,0,0,1,0,0
148,IL-13,IL,13,45.5,54.5,49.6,50.4,40.3,59.7,-3,82.84166683,9.816113418,2.855749132,3.007608415,1.478862203,56.90551395,25.93615288,8.00881137,1.807302048,2.081664095,0.7740850368,0.8217617884,2.185846627,-9.0,0,0,0,1,0,0
149,IL-14,IL,14,50.7,49.3,52.5,47.5,40.4,59.6,-5,81.22172269,2.970559939,10.09516495,5.097524159,0.6150282594,45.62116629,35.60055641,1.493961039,1.4765989,7.817865029,2.277299922,1.965802713,3.131721446,1.4000000000000057,0,0,0,0,1,0
150,IL-15,IL,15,26.6,73.4,29.1,70.9,0.0,100.0,-21,92.03238461,4.094816793,2.06556214,0.0,1.807236458,72.16947667,19.86290794,3.838577748,0.2562390452,1.699565979,0.3659961606,0.0,0.0,-46.800000000000004,0,1,0,0,0,0
151,IL-16,IL,16,35.3,64.7,40.9,59.1,0.0,99.9,-8,86.05160135,3.448002999,7.884511266,0.0,2.615884386,65.63429262,20.41730873,2.738328266,0.7096747324,6.84040648,1.044104785,0.0,0.0,-29.400000000000006,0,0,0,1,0,0
152,IL-17,IL,17,52.0,48.0,62.1,37.9,60.1,39.9,3,80.64884142,10.34135912,7.081476385,0.0,1.928323075,62.90683219,17.74200923,9.411923512,0.9294356112,6.29007361,0.791402775,0.0,0.0,4.0,0,0,0,1,0,0
153,IL-18,IL,18,29.6,70.4,32.8,67.2,27.8,72.2,-15,90.68376334,3.324122657,2.158609912,2.765479628,1.068024465,61.08251317,29.60125017,2.650604903,0.6735177538,1.373736119,0.784873793,0.5940368634,2.171442764,-40.800000000000004,0,0,0,1,0,0
154,IN-1,IN,1,56.6,40.4,65.1,34.9,81.5,0.0,8,66.64002256,16.9977907,13.69743791,1.654233877,1.010514955,48.98978936,17.6502332,14.59048887,2.407301838,11.86994971,1.827488198,0.7137104218,0.9405234553,16.200000000000003,0,0,0,0,1,0
155,IN-2,IN,2,38.5,61.5,45.2,54.8,36.9,59.3,-11,83.45019393,6.050363147,7.313839813,1.35876622,1.826836889,64.06955509,19.38063884,5.055582083,0.9947810644,6.294765148,1.019074665,0.6014760457,0.7572901745,-23.0,0,0,0,1,0,0
156,IN-3,IN,3,32.2,67.8,35.3,64.7,23.0,70.1,-18,85.63268645,5.700665689,4.81153592,2.326284231,1.528827711,63.95951871,21.67316774,4.655187698,1.04547799,4.260086072,0.5514498477,1.443198852,0.883085379,-35.599999999999994,0,0,0,1,0,0
157,IN-4,IN,4,33.4,66.6,35.9,64.1,30.5,64.6,-17,87.29339752,4.20561495,4.644008028,2.401866319,1.455113187,64.54973253,22.74366499,3.059156078,1.146458871,3.891962993,0.7520450347,0.8460006877,1.555865631,-33.199999999999996,0,0,0,1,0,0
158,IN-5,IN,5,45.9,50.0,43.2,56.8,34.3,61.5,-9,83.30717779,7.836052207,3.967079384,3.463515342,1.426175278,42.84948368,40.4576941,4.889132139,2.946920068,2.466812244,1.50026714,1.037658399,2.425856943,-4.100000000000001,0,0,0,0,1,0
159,IN-6,IN,6,27.8,68.7,32.9,63.8,26.7,69.1,-18,92.45501207,2.096731655,2.10525248,0.0,3.343003794,73.05897628,19.39603579,1.790996328,0.3057353269,1.743320282,0.3619321986,0.0,0.0,-40.900000000000006,0,1,0,0,0,0
160,IN-7,IN,7,62.4,37.6,64.8,35.1,60.0,35.7,11,56.52097985,29.30690279,8.360983664,3.866746575,1.944387115,40.14748607,16.37349378,24.09944594,5.207456858,7.376089476,0.9848941879,1.831470574,2.035276001,24.799999999999997,1,0,0,0,0,0
161,IN-8,IN,8,29.8,66.9,35.6,64.4,31.6,63.7,-15,91.88583648,3.996171968,1.940339013,0.0,2.177652535,71.37035805,20.51547843,3.447473723,0.5486982445,1.743632019,0.1967069943,0.0,0.0,-37.10000000000001,0,0,0,1,0,0
162,IN-9,IN,9,34.8,60.9,43.5,56.5,40.5,54.1,-13,91.07558026,2.758816392,2.829269247,2.09636385,1.239970253,66.63509335,24.44048691,2.232768406,0.5260479862,2.346275784,0.4829934635,0.8507182277,1.245645622,-26.1,0,0,0,1,0,0
163,KS-1,KS,1,28.8,71.2,31.9,68.1,0.0,66.2,-24,81.14038623,2.389333763,12.66145357,1.554970352,2.253856076,57.87114169,23.26924455,1.771958582,0.6173751814,11.55613479,1.105318787,0.7125454578,0.8424248939,-42.400000000000006,0,1,0,0,0,0
164,KS-2,KS,2,40.6,55.1,46.8,47.6,32.5,61.1,-10,85.46836034,4.258805302,5.275009816,0.0,4.997824541,58.93094776,26.53741258,3.660501098,0.5983042034,4.435813356,0.8391964598,0.0,0.0,-14.5,0,1,0,0,0,0
165,KS-3,KS,3,53.6,43.6,53.6,43.9,40.6,51.3,-4,75.4870344,7.829635931,9.610315131,5.225046118,1.84796842,34.53752999,40.94950441,5.789740306,2.039895625,8.032077077,1.578238055,2.022882158,3.20216396,10.0,1,0,0,0,0,0
166,KS-4,KS,4,36.3,63.7,40.6,59.4,29.4,61.0,-15,77.71067801,6.301953134,9.649374624,3.424323129,2.9136711,52.12548168,25.58519633,5.251103759,1.050849375,7.985617089,1.663757536,2.366349351,1.057973778,-27.400000000000006,0,0,0,0,1,0
167,KY-1,KY,1,25.0,75.0,31.4,68.6,27.4,72.6,-23,89.18580367,6.910773116,2.107229296,0.0,1.796193914,73.47598734,15.70981633,6.256121549,0.6546515675,1.925100576,0.1821287205,0.0,0.0,-50.0,0,1,0,0,0,0
168,KY-2,KY,2,26.3,71.0,31.1,66.7,0.0,100.0,-19,89.2635361,5.022287976,2.517772739,2.031280022,1.16512316,69.87703186,19.38650425,4.042385582,0.979902394,1.977289321,0.5404834185,1.283287861,0.7479921608,-44.7,0,1,0,0,0,0
169,KY-3,KY,3,62.7,37.3,62.1,36.6,63.5,36.5,6,70.53225969,20.74626461,4.868611837,2.77372857,1.079135296,44.35503881,26.17722088,16.31961944,4.426645163,3.448115439,1.420496398,0.7829400864,1.990788484,25.400000000000006,1,0,0,0,0,0
170,KY-4,KY,4,32.9,67.1,34.6,62.2,28.7,71.3,-18,91.95095477,3.25114222,2.537134191,1.36065681,0.9001120088,64.92142063,27.02953414,2.482861883,0.7682803376,2.212077706,0.3250564855,0.8185110912,0.5421457192,-34.199999999999996,0,0,0,1,0,0
171,KY-5,KY,5,15.8,84.2,21.0,78.9,0.0,100.0,-31,96.41653288,1.203558129,0.0,0.0,2.379908991,83.09805624,13.31847664,1.120897881,0.08266024769,0.0,0.0,0.0,0.0,-68.4,0,1,0,0,0,0
172,KY-6,KY,6,41.0,57.3,47.8,51.0,38.9,61.1,-9,84.67551112,8.238223577,3.640064312,2.018151952,1.428049042,55.62890459,29.04660652,6.436765153,1.801458425,2.937358158,0.7027061539,0.56456403,1.453587922,-16.299999999999997,0,0,0,1,0,0
173,LA-1,LA,1,25.3,72.2,26.6,71.5,25.4,74.6,-24,76.15716703,11.55496816,7.871604203,2.224832434,2.191428177,49.7362153,26.42095173,9.216307087,2.33866107,6.236611066,1.634993138,0.8961054994,1.328726935,-46.900000000000006,0,0,0,1,0,0
174,LA-2,LA,2,74.2,19.9,80.6,0.0,69.8,30.2,25,31.48767456,58.85185856,5.66510894,2.51121618,1.484141759,19.4849435,12.00273106,47.99737877,10.85447979,4.536626708,1.128482233,1.573834588,0.9373815917,54.300000000000004,1,0,0,0,0,0
175,LA-3,LA,3,29.5,67.8,30.4,68.4,43.9,56.1,-20,71.07114874,22.87336359,3.412836551,1.386905704,1.255745412,52.32514026,18.74600848,19.63286557,3.240498028,2.981608963,0.4312275879,0.8189892651,0.5679164387,-38.3,0,0,0,1,0,0
176,LA-4,LA,4,33.3,66.7,33.6,64.2,34.8,65.2,-13,60.31590151,32.61678114,3.702253284,1.077840704,2.28722336,46.08085311,14.2350484,28.79523637,3.821544764,3.265855324,0.4363979596,0.7525003012,0.3253404025,-33.400000000000006,0,1,0,0,0,0
177,LA-5,LA,5,32.2,67.8,30.0,66.5,18.4,81.6,-15,62.1796957,32.75967927,2.553895697,0.0,2.506729338,49.29819711,12.88149859,28.35308086,4.406598411,2.154811375,0.3990843221,0.0,0.0,-35.599999999999994,0,1,0,0,0,0
178,LA-6,LA,6,25.5,71.0,28.6,69.5,37.3,62.7,-19,69.51951867,22.66677259,4.126544593,2.261021867,1.426142285,47.64771638,21.87180229,16.63403941,6.032733181,3.429550652,0.6969939417,1.125404058,1.135617809,-45.5,0,0,0,1,0,0
179,MA-1,MA,1,96.5,0.0,97.6,0.0,73.4,0.0,12,76.50434848,6.067877075,14.85432146,1.98230516,0.5911478285,50.41623855,26.08810993,4.507452699,1.560424375,12.80985273,2.044468729,1.122111819,0.8601933406,96.5,0,0,0,0,1,0
180,MA-2,MA,2,65.3,34.6,67.2,32.8,98.2,0.0,9,79.56344479,4.862205178,8.39026752,5.374228603,1.809853905,46.68692986,32.87651494,3.065800294,1.796404885,6.941039494,1.449228026,1.681703952,3.69252465,30.699999999999996,0,0,0,1,0,0
181,MA-3,MA,3,97.7,0.0,62.0,33.5,68.7,31.3,9,69.24117227,3.673760552,18.15906997,7.525301688,1.400695518,38.37088337,30.87028891,2.68361372,0.9901468315,15.97164428,2.187425693,3.677661693,3.847639995,97.7,0,0,0,0,1,0
182,MA-4,MA,4,60.8,38.9,97.7,0.0,70.0,30.0,9,83.77929863,3.146646529,4.190494171,6.840987398,2.042573276,40.95001652,42.82928211,2.100155756,1.046490773,2.767734932,1.422759239,1.289469958,5.55151744,21.9,0,0,0,0,1,0
183,MA-5,MA,5,74.3,25.6,75.9,24.0,98.6,0.0,18,71.31154191,4.83577147,8.455916247,13.02156894,2.375201437,27.32053235,43.99100956,2.643660782,2.192110688,5.983177039,2.472739207,2.750233242,10.2713357,48.699999999999996,0,0,0,0,0,1
184,MA-6,MA,6,65.4,34.4,65.2,31.4,98.4,0.0,6,83.14666851,3.407459436,7.597000504,4.522535342,1.326336208,42.1223199,41.02434861,2.072025024,1.335434412,5.964964635,1.632035869,1.85930901,2.663226332,31.000000000000007,0,0,0,0,1,0
185,MA-7,MA,7,86.6,0.0,98.3,0.0,98.6,0.0,34,43.5338935,24.87792577,19.436054,11.0771891,1.074937635,13.95996001,29.57393348,19.21072776,5.667198012,14.70654455,4.729509452,4.775619377,6.301569719,86.6,0,0,1,0,0,0
186,MA-8,MA,8,80.7,0.0,98.4,0.0,72.4,27.6,10,74.02239934,9.931532949,5.50483594,8.277193188,2.264038581,34.62628475,39.39611459,7.309828026,2.621704923,3.473688128,2.031147811,4.135494928,4.141698259,80.7,1,0,0,0,0,0
187,MA-9,MA,9,61.3,36.3,59.4,40.6,55.7,33.8,4,88.19072961,3.56055733,3.903619934,1.428877734,2.916215389,53.45087626,34.73985336,2.733321971,0.8272353589,3.17882688,0.7247930537,0.715080277,0.7137974575,25.0,0,0,0,0,1,0
188,MD-1,MD,1,36.4,63.4,38.1,60.0,28.0,67.8,-14,81.88009454,11.60275889,3.514590267,1.859258187,1.143298124,53.61076545,28.26932909,9.089277963,2.513480924,2.672454541,0.8421357257,0.7346741909,1.124583997,-27.0,0,0,0,1,0,0
189,MD-2,MD,2,67.7,32.0,66.0,30.7,62.2,33.3,11,52.49393263,34.28773905,5.741578488,5.740219396,1.736530434,34.37938064,18.11455199,24.65314047,9.634598583,4.124065625,1.617512863,2.87952626,2.860693137,35.7,1,0,0,0,0,0
190,MD-3,MD,3,69.8,30.0,69.1,28.3,62.8,34.5,13,60.32999871,22.08470192,7.465489136,7.461174692,2.658635548,25.70508335,34.62491535,12.9577766,9.126925321,5.276565252,2.188923884,2.54570966,4.915465031,39.8,1,0,0,0,0,0
191,MD-4,MD,4,79.6,20.2,78.1,19.9,74.1,21.6,28,26.20084839,54.71121491,13.78008675,3.298794147,2.009055812,12.85429674,13.34655164,36.55326248,18.15795243,12.46785187,1.312234879,1.335112721,1.963681426,59.39999999999999,1,0,0,0,0,0
192,MD-5,MD,5,68.8,31.0,70.3,27.1,67.3,29.7,16,45.55648666,39.09535595,8.581256212,4.244538421,2.522362754,28.83129032,16.72519634,26.00023386,13.09512209,6.995108452,1.58614776,2.091088028,2.153450393,37.8,0,0,0,0,1,0
193,MD-6,MD,6,58.8,39.2,59.0,38.0,55.4,40.9,6,61.4233155,13.34514849,10.98230343,12.31337843,1.93585415,34.87173447,26.55158103,8.863052574,4.48209592,8.321462089,2.660841344,3.727383877,8.585994549,19.599999999999994,0,0,0,0,1,0
194,MD-7,MD,7,71.6,28.0,76.4,21.3,75.1,21.9,26,35.54370765,52.0144079,3.280255788,7.359253265,1.802375399,14.10561559,21.43809206,40.93813967,11.07626823,1.980292284,1.299963504,1.968986528,5.390266736,43.599999999999994,0,0,0,0,0,1
195,MD-8,MD,8,68.2,31.6,68.2,30.2,59.3,35.6,14,60.78096996,12.14698304,14.71476581,10.45146589,1.905815289,22.91269391,37.86827605,6.808147804,5.338835241,11.27786173,3.436904086,4.093137844,6.358328047,36.6,1,0,0,0,0,0
196,ME-1,ME,1,62.2,37.8,58.8,32.5,57.9,42.1,8,93.7793395,1.691133433,1.542643668,1.446793132,1.540090272,55.76262065,38.01671885,0.9779504484,0.7131829842,0.8384957751,0.7041478927,0.8954561346,0.5513369971,24.400000000000006,0,0,0,1,0,0
197,ME-2,ME,2,53.0,46.9,50.6,49.4,45.1,54.9,-2,94.93906968,0.6823283391,1.187902727,0.0,3.190699257,71.02106525,23.91800442,0.495616419,0.1867119201,0.8655134785,0.3223892487,0.0,0.0,6.100000000000001,0,1,0,0,0,0
198,MI-1,MI,1,36.8,61.6,43.7,56.3,39.7,55.3,-9,92.49085966,1.375347645,1.286287929,0.0,4.847504765,67.86701978,24.62383988,1.329450642,0.04589700322,0.929072529,0.3572153995,0.0,0.0,-24.800000000000004,0,1,0,0,0,0
